sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:obsolete_conceptId
A18.8+I32.0,Tuberculosis of pericardium,-1,,2000500145,Sydänpussin tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|I32.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666805708188,4282614,Tuberculosis of pericardium,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+I39.8,Tuberculosis of endocardium,-1,,2000500146,Sydämen sisäkalvon tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|I39.8,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666805711471,4203012,Tuberculosis of endocardium,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+I41.0,Tuberculosis of myocardium,-1,,2000500147,Sydänlihaksen tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|I41.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666805713730,4264207,Tuberculosis of myocardium,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+I68.1,Tuberculous cerebral arteritis,-1,,2000500148,Tuberkuloottinen aivovaltimotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|I68.1,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1669563655367,380747,Cerebral arteritis,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+I68.1,Tuberculous cerebral arteritis,-1,,2000500148,Tuberkuloottinen aivovaltimotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|I68.1,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1669563655367,434557,Tuberculosis,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+K23.0,Tuberculous oesophagitis,-1,,2000500149,Ruokatorven tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A18|A18.8|K23.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666805868742,22820,Tuberculosis of esophagus,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+K77.0,Liver tuberculosis,-1,,2000500150,Maksan tuberkuloosi,ICD10fi Hierarchy,Condition,1998-08-19,2099-12-31,A18|A18.8|K77.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666805873880,4091181,Tuberculosis of liver,Condition,MAPS_TO,,TAYS,1623974400000,,
A18.8+K87.1,Tuberculosis of pancreas,-1,,2000500151,Haiman tuberkuloosi,ICD10fi Hierarchy,Condition,1998-08-19,2099-12-31,A18|A18.8|K87.1,ICD10|ICD10|ICD10,0.77,APPROVED,EQUIVALENT,PKo,1669563630832,434557,Tuberculosis,Condition,MAPS_TO,,PKo,1669563607061,,
A18.8+K87.1,Tuberculosis of pancreas,-1,,2000500151,Haiman tuberkuloosi,ICD10fi Hierarchy,Condition,1998-08-19,2099-12-31,A18|A18.8|K87.1,ICD10|ICD10|ICD10,0.77,APPROVED,EQUIVALENT,PKo,1669563630832,4309439,Infectious pancreatitis,Condition,MAPS_TO,,PKo,1669563583023,,
A21.2+J17.0,Pneumonia in tularemia,-1,,2000500152,Tularemiaan liittyvä keuhkokuume,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A21|A21.2|J17.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780427775,258061,Pulmonary tularemia,Condition,MAPS_TO,,TAYS,1623974400000,,
A22.1+J17.0,Pneumonia in anthrax,-1,,2000500153,Pernaruttoon liittyvä keuhkokuume,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A22|A22.1|J17.0,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780431015,252548,Anthrax pneumonia,Condition,MAPS_TO,,TAYS,1623974400000,,
A22.8+G01,Anthrax meningitis,-1,,2000500154,Pernaruton aiheuttama aivokalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A22|A22.8|G01,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780439540,36717432,Meningitis caused by Bacillus anthracis,Condition,MAPS_TO,,TAYS,1623974400000,,
A23.9+M49.1,Brucella spondylitis,-1,,2000500155,Määrittämättömän bruselloosin aiheuttama nikamatulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A23|A23.9|M49.1,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780443442,4068619,Brucella spondylitis,Condition,MAPS_TO,,TAYS,1623974400000,,
A23.9+N16.0,Renal tubulo-interstitial disorders (due to)(in) brucellosis,-1,,2000500156,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A23|A23.9|N16.0,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1668152506313,441497,Brucellosis,Condition,MAPS_TO,,PKo,1668152502905,,
A23.9+N16.0,Renal tubulo-interstitial disorders (due to)(in) brucellosis,-1,,2000500156,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A23|A23.9|N16.0,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1668152506313,4329572,Acute bacterial tubulointerstitial nephritis,Condition,MAPS_TO,,PKo,1668152493210,,
A27.9+G01,Leptospirosis meningitis,-1,,2000500157,Leptospiroosiin liittyvä aivokalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A27|A27.9|G01,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780477865,4090081,Leptospiral meningitis,Condition,MAPS_TO,,TAYS,1623974400000,,
A28.10,Cat-scratch disease with oral manifestations,-1,,2000500158,Kissanraapaisutaudin suun alueen ilmentymät,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,A28.1,ICD10,0,APPROVED,WIDER,PKo,1666780766421,440642,Cat scratch disease,Condition,MAPS_TO,,PKo,1666780741353,,
A28.11,Cat-scratch disease with lymphadenitis of neck,-1,,2000500159,Kaulan imusolmukkeiden tulehdus kissanraapaisutaudissa,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,A28.1,ICD10,0.7,APPROVED,WIDER,PKo,1666780781965,440642,Cat scratch disease,Condition,MAPS_TO,,PKo,1666780777602,,
A28.19,Other or indefinite cat-scratch fever,-1,,2000500160,Muu tai määrittämätön kissanraapaisutauti,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,A28.1,ICD10,0,APPROVED,EQUIVALENT,PKo,1666780819136,440642,Cat scratch disease,Condition,MAPS_TO,,PKo,1666780799597,,
A30.9+G63.0,Polyneuropathy in leprocy,-1,,2000500161,Lepraan liittyvä monihermosairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A30|A30.9|G63.0,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1667198020367,432821,Leprosy,Condition,MAPS_TO,,PKo,1667198011173,,
A30.9+G63.0,Polyneuropathy in leprocy,-1,,2000500161,Lepraan liittyvä monihermosairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A30|A30.9|G63.0,ICD10|ICD10|ICD10,0,APPROVED,EQUIVALENT,PKo,1667198020367,4174262,Polyneuropathy,Condition,MAPS_TO,,TAYS,1623974400000,,
A30.9+M01.3,Arthritis in leprosy [Hansen's disease],-1,,2000500162,Lepraan liittyvä nivelinfektio,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A30|A30.9|M01.3,ICD10|ICD10|ICD10,0,APPROVED,EQUAL,PKo,1666780849743,3654667,Arthritis caused by Mycobacterium leprae,Condition,MAPS_TO,,TAYS,1623974400000,,
A31.80,Oral infection caused by Mycobacterium intracellulare,-1,,2000500163,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A31,ICD10,0,APPROVED,EQUIVALENT,PKo,1666806497164,4170116,Oral infection,Condition,MAPS_TO,,TAYS,1623974400000,,
A31.80,Oral infection caused by Mycobacterium intracellulare,-1,,2000500163,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A31,ICD10,0,APPROVED,EQUIVALENT,PKo,1666806497164,4190193,Infection due to Mycobacterium intracellulare,Condition,MAPS_TO,,TAYS,1623974400000,,
A31.81,Oral infection caused by Mycobacterium chelonei,-1,,2000500164,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A31,ICD10,0,APPROVED,EQUIVALENT,PKo,1666806501970,4170116,Oral infection,Condition,MAPS_TO,,TAYS,1623974400000,,
A31.81,Oral infection caused by Mycobacterium chelonei,-1,,2000500164,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,A31,ICD10,0,APPROVED,EQUIVALENT,PKo,1666806501970,4239616,Infection due to Mycobacterium chelonei,Condition,MAPS_TO,,TAYS,1623974400000,,
